title_year,gross,budget,marga,marga_coef,imdb_score,director_name,actor_1_name,num_voted_users,movie_facebook_likes,film_class,good_film_summ,year_class
2009.0,760505847.0,237000000.0,523505847.0,3.208885430379747,7.9,James Cameron,CCH Pounder,886204,33000,1,2,1
2007.0,309404152.0,300000000.0,9404152.0,1.0313471733333333,7.1,Gore Verbinski,Johnny Depp,471220,0,0,4,1
2015.0,200074175.0,245000000.0,-44925825.0,0.8166292857142857,6.8,Sam Mendes,Christoph Waltz,275868,85000,0,1,0
2012.0,73058679.0,263700000.0,-190641321.0,0.277052252559727,6.6,Andrew Stanton,Daryl Sabara,212204,24000,0,7,1
2007.0,336530303.0,258000000.0,78530303.0,1.3043810193798449,6.2,Sam Raimi,J.K. Simmons,383056,0,0,4,1
2010.0,200807262.0,260000000.0,-59192738.0,0.772335623076923,7.8,Nathan Greno,Brad Garrett,294810,29000,0,2,1
2015.0,458991599.0,250000000.0,208991599.0,1.835966396,7.5,Joss Whedon,Chris Hemsworth,462669,118000,0,1,0
2009.0,301956980.0,250000000.0,51956980.0,1.20782792,7.5,David Yates,Alan Rickman,321795,10000,0,2,1
2016.0,330249062.0,250000000.0,80249062.0,1.320996248,6.9,Zack Snyder,Henry Cavill,371639,197000,0,3,1
2006.0,200069408.0,209000000.0,-8930592.0,0.9572698947368421,6.1,Bryan Singer,Kevin Spacey,240396,0,0,2,1
2008.0,168368427.0,200000000.0,-31631573.0,0.841842135,6.7,Marc Forster,Giancarlo Giannini,330784,0,0,2,1
2006.0,423032628.0,225000000.0,198032628.0,1.8801450133333333,7.3,Gore Verbinski,Johnny Depp,522040,5000,0,2,1
2013.0,89289910.0,215000000.0,-125710090.0,0.4153019069767442,6.5,Gore Verbinski,Johnny Depp,181792,48000,0,4,1
2013.0,291021565.0,225000000.0,66021565.0,1.2934291777777778,7.2,Zack Snyder,Henry Cavill,548573,118000,0,4,1
2008.0,141614023.0,225000000.0,-83385977.0,0.6293956577777777,6.6,Andrew Adamson,Peter Dinklage,149922,0,0,2,1
2012.0,623279547.0,220000000.0,403279547.0,2.83308885,8.1,Joss Whedon,Chris Hemsworth,995415,123000,1,7,1
2011.0,241063875.0,250000000.0,-8936125.0,0.9642555,6.7,Rob Marshall,Johnny Depp,370704,58000,0,0,0
2012.0,179020854.0,225000000.0,-45979146.0,0.79564824,6.8,Barry Sonnenfeld,Will Smith,268154,40000,0,7,1
2014.0,255108370.0,250000000.0,5108370.0,1.02043348,7.5,Peter Jackson,Aidan Turner,354228,65000,0,6,1
2012.0,262030663.0,230000000.0,32030663.0,1.139263752173913,7.0,Marc Webb,Emma Stone,451803,56000,0,7,1
2010.0,105219735.0,200000000.0,-94780265.0,0.526098675,6.7,Ridley Scott,Mark Addy,211765,17000,0,2,1
2013.0,258355354.0,225000000.0,33355354.0,1.1482460177777778,7.9,Peter Jackson,Aidan Turner,483540,83000,0,4,1
