product_id,multiplier
B0001LO3FG,0.9759177392536603
B00BUKL666,0.7312275936542716
B00542YXFW,0.5384528351207911
B008QMX2SG,0.6329242707142622
B00D3M2QP4,0.5716566572925236
B000168QTU,0.6623132711164251
B0001ES9FI,0.5359190275895604
B000YN2GVY,0.6578598850425139
B000X3TPHS,0.6126963526882805
B01E5XTW24,0.6480751205870099
B000F4DKAI,0.6099043158059408
B000EVMNMI,0.4953077604723992
B002HQCWYM,0.5514832364035225
B00DS842HS,0.5389937433548957
B000Z93FQC,0.4807930095386158
B00CPZPYLS,0.3796155741672116
B000H2XXRS,0.41375719012029316
B00PFDH0IC,0.7726097044455641
B00EDHW7K2,0.5958601616569504
B00C1LXBFC,0.5268352958297374
B00M2OGS08,0.549409840369185
B003OGKCDC,0.3454364683973283
B00XA8XWGS,0.5322843489833753
B005K4Q1T0,0.4862107990107715
B007JINB0W,0.5925853850792488
B006CNTR6W,0.30660674961401674
B00KCCKV8W,0.3298938558952879
B006IOKA9S,0.40348528684007545
B00WBUX2UM,0.5473637553287105
B00R7PWK7W,0.49341321124591914
B0014WYXYW,0.6556230053886964
B0010BQB6A,0.5788124134184288
B00112O8NG,0.5608645063087138
B004JM3VF6,0.40905083383262847
B000WV0RW8,0.4608816990877228
B00K2RY8GI,0.4560695986039769
B00KSN9TME,0.37421062277955897
B008MOMYRI,0.3572081212975676
B00014JNI0,0.46652069552592235
B00028MOQS,0.5618418895510785
B0131A6FJA,0.4224387790866883
B00EDADBSQ,0.4474908447583123
B000HDK0DC,0.4178492675996598
B000U0OUP6,0.46276005199528847
B000E1FZHS,0.4886351555360199
B00EKLPLU4,0.37129905380709144
B0009F3PM6,0.47059504863085744
B000PDY3P0,0.4471120981809721
B009OWOKFQ,0.4219034616278472
B00H889MGK,0.3850806901163721
B0027Z5J6G,0.42351170341247457
B0001M0Z6Q,0.5152306909717564
B000GW0U9I,0.4732516027410759
B0045IO2VQ,0.43879271943513365
B01GH3JVZI,0.3484922804226988
B005K4Q1YA,0.3484771559379724
B009E7YBEQ,0.3933459909764987
B0010SEVWO,0.5952861200614179
B005HB19KW,0.45491981402117665
B001534QYW,0.5438089396049641
B00I4W2VX0,0.4333688419965829
B000WGB3OY,0.5439818923134225
B000LL0R8I,0.38498984147204623
B006CQ1ZHI,1.0
B01EUEIL3E,0.6127614809087251
B0019K980I,0.4518827782366111
B0000CFPI2,0.50417826007059
B000HRS7OM,0.40178839637251157
B000NE6H82,0.4483532301984946
B008I1XNMU,0.40146385461136463
B00012NHAC,0.5333117675942004
B001N2GRX8,0.4739643636766609
B001181NBA,0.4843357985659533
B001D0KG1Y,0.35875939421723063
B00451W2ZG,0.4252212774908658
B00017028M,0.4714757645092185
B00RW0MZ6S,0.4171572395499139
B00XOORKRK,0.4020483044977508
B0029XDZIK,0.3428348614346857
B00117YT4Y,0.5088352915232421
B00N0JHZ5G,0.5221624285977301
B00MQ6F3AS,0.7349103106884223
B005YVU6FY,0.5982070059584902
B001D0GV7C,0.3558042136571941
B00EFE7R8K,0.5375273624875955
B0010UOGWM,0.48196248719224694
B00DTVBEY8,0.4406195071080069
B00ARABK20,0.4210591087798266
B004W8LT10,0.4090219320063572
B00HNTPEWU,0.4204627107757463
B00PWW3LQ6,0.3497074553237052
B000WL39JQ,0.4971357626887423
B0001CXUHW,0.509528364036804
B004LKVRKM,0.4428963290920517
